Species,Spp Code,Threat,Stress,Sensitivity,Literature Quote,Citation
Cerulean Warbler (Setophaga cerulea),cerwar,3.3.1 Onshore wind turbine installations,2.1 Species mortality,Negative impact (Extrapolated),Table 2,"""Choi DY, Wittig TW, Kluever BM. 2020. An evaluation of bird and bat mortality at wind turbines in the Northeastern United States. PLOS ONE 15:e0238034. Available from https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0238034 (accessed May 15, 2024)."""
Cerulean Warbler (Setophaga cerulea),cerwar,3.3.1 Onshore wind turbine installations,2.1 Species mortality,Negative impact (Extrapolated),"At the level of passerine families, six of 24 taxa made up about half (47.5%) of all bird fatalities from wind energy developments in our  analysis  (Table 3):  Alaudidae  (larks;  13.7%  of  all  fatalities), Parulidae   (wood-warblers;   10.8%),   Vireonidae   (vireos;   6.5%), Icteridae    (blackbirds/orioles;    6.1%),    Emberizidae    (sparrows; 6.0%) and Regulidae (kinglets; 4.4%).","""Erickson WP, Wolfe MM, Bay KJ, Johnson DH, Gehring JL. 2014. A comprehensive analysis of small-passerine fatalities from collision with turbines at wind energy facilities. PLOS ONE 9:e107491. Available from https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0107491 (accessed May 15, 2024)."""
Cerulean Warbler (Setophaga cerulea),cerwar,4.1.1 Roadways,1.2 Ecosystem degradation,Negative impact (Extrapolated),Habitat degradation stress of roads was extrapolated to all warblers that are described as using mature forest for breeding (Stephenson and Whittle. 2013. The Warbler Guide) these warblers are most likely to occur with lower abundance next to edges.,"""Ortega YK, Capen DE. 2002. Roads as edges: effects on birds in forested landscapes. Forest Science 48:381–390. Available from https://doi.org/10.1093/forestscience/48.2.381 (accessed May 15, 2024)."""
Cerulean Warbler (Setophaga cerulea),cerwar,4.2.1 Power transmission and distribution lines,2.1 Species mortality,Possible negative impact (Extrapolated),"Table 1 (very low overal numbers, so 0.5)",Bevanger K. 1998. Biological and conservation aspects of bird mortality caused by electricity power lines: a review. Biological Conservation 86:67–76.
Cerulean Warbler (Setophaga cerulea),cerwar,4.2.2 Communication towers,2.1 Species mortality,Negative impact (Literature),As many as 141 casualties documented in 25 yr at Florida TV towers (Stevenson and Anderson 1994b).,"""Buehler DA, Hamel PB, Boves T. 2020. Cerulean Warbler (Setophaga cerulea), version 1.0. Birds of the WorldDOI: 10.2173/bow.cerwar.01species_shared.bow.project_name. Available from https://birdsoftheworld.org/bow/species/cerwar/cur/introduction (accessed May 15, 2024)."""
Cerulean Warbler (Setophaga cerulea),cerwar,4.2.2 Communication towers,2.1 Species mortality,Negative impact (Literature),Table 4. Sensitive species killed at communication towers with estimated annual mortality <1% of estimated population size in decreasing order,"""Longcore T et al. 2013. Avian mortality at communication towers in the United States and Canada: which species, how many, and where? Biological Conservation 158:410–419. Available from https://www.sciencedirect.com/science/article/pii/S0006320712004144 (accessed May 16, 2024)."""
Cerulean Warbler (Setophaga cerulea),cerwar,5.3.1 Logging and wood harvesting,1.1 Ecosystem conversion,Negative impact (Literature),"Threats & impact table: Search terms
Region = North America
Species Threat is:
   Logging & wood harvesting - Intentional use: (large scale) [harvest] or
   Logging & wood harvesting - Intentional use: (subsistence/small scale) [harvest] or
   Logging & wood harvesting - Motivation Unknown/Unrecorded or
   Logging & wood harvesting - Unintentional effects: (large scale) [harvest] or
   Logging & wood harvesting - Unintentional effects: (subsistence/small scale) [harvest]",BirdLife International. 2021. IUCN Red List for birds. Available from https://datazone.birdlife.org/species/search.
Cerulean Warbler (Setophaga cerulea),cerwar,5.3.1 Logging and wood harvesting,1.1 Ecosystem conversion,Negative impact (Literature),"In primarily agricultural landscapes, forest clearing may present a serious threat to the species (Hamel et al. 1998a).","""Buehler DA, Hamel PB, Boves T. 2020. Cerulean Warbler (Setophaga cerulea), version 1.0. Birds of the WorldDOI: 10.2173/bow.cerwar.01species_shared.bow.project_name. Available from https://birdsoftheworld.org/bow/species/cerwar/cur/introduction (accessed May 15, 2024)."""
Cerulean Warbler (Setophaga cerulea),cerwar,5.3.1 Logging and wood harvesting,1.1 Ecosystem conversion,Negative impact (Literature),"cerulean Warbler showed a strong association to forested habitats, including different successional stages and agroforestry systems, and it was absent from habitats without tree component","""Colorado Z. G, Hamel P, Rodewald A, Mehlman D. 2012. Advancing our understanding of the non-breeding distribution of Cerulean Warbler (Setophaga cerulea) in the Andes. ORNITOLOGIA NEOTROPICAL 23:307–315."""
Cerulean Warbler (Setophaga cerulea),cerwar,5.3.1 Logging and wood harvesting,1.2 Ecosystem degradation,Negative impact (Literature),"Cerulean Warblers require mature forests with well-spaced large trees and high canopies with dense foliage for breeding habitat (Jones and Robertson 2001).  Diameter-cut harvests, which remove most mature trees and reduce canopy cover, are common in Bird Conservation Region 13 (Ontario Partners in Flight 2008). The maintenance of young even-aged stands through short rotations degrades the habitat available to support populations of Cerulean Warbler (Hamel 2000), and can reduce productivity and survival. ","""Environment Canada. 2011. Management Plan for the Cerulean Warbler (Dendroica cerulea) in Canada. Species at Risk Act Management Plan Series. Environment Canada, Ottawa. iii + 19 pp. Available from https://www.canada.ca/en/environment-climate-change/services/species-risk-public-registry/management-plans/cerulean-warbler-2011.html (accessed July 23, 2024)."""
Cerulean Warbler (Setophaga cerulea),cerwar,5.3.1 Logging and wood harvesting,1.2 Ecosystem degradation,Positive impact (Literature),Sheet2,BirdLife International. 2021. IUCN Red List for birds. Available from https://datazone.birdlife.org/species/search.
Cerulean Warbler (Setophaga cerulea),cerwar,5.3.1 Logging and wood harvesting,1.2 Ecosystem degradation,Positive impact (Literature),"In largely forested areas (see percolation theory, Milne 1991), Cerulean are attracted to intermediate levels of canopy disturbance created by natural disturbances or by timber-harvest activities (Boves 2011, Boves et al. 2013a).","""Buehler DA, Hamel PB, Boves T. 2020. Cerulean Warbler (Setophaga cerulea), version 1.0. Birds of the WorldDOI: 10.2173/bow.cerwar.01species_shared.bow.project_name. Available from https://birdsoftheworld.org/bow/species/cerwar/cur/introduction (accessed May 15, 2024)."""
Cerulean Warbler (Setophaga cerulea),cerwar,7.2 Dams & Water Management / Use,1.2 Ecosystem degradation,Negative impact (Extrapolated)," In western Tennessee, channelization and past land-use practices have caused drastic geomorphic and hydrologic changes, resulting in altered habitat conditions that may affect avian communities. The objective of this study was to determine if there were differences in avian communities utilizing floodplain forests along unchannelized streams compared to channelized streams with valley plugs, areas where sediment has completely filled the channel.  ... Cerulean Warbler (Dendroica cerulea) and Scarlet Tanager (Piranga olivacea)) were either only found at unchannelized sites or were more abundant at unchannelized sites.  ","""Pierce AR, King SL. 2011. A comparison of avian communities and habitat characteristics in floodplain forests associated with valley plugs and unchannelized streams. River Research and Applications 27:1315–1324."""
Cerulean Warbler (Setophaga cerulea),cerwar,7.3.1 Inadequate forest management,1.1 Ecosystem conversion,Positive impact (Literature),"Forests managed with long rotations, however, represent potential habitat for the species.","""Buehler DA, Hamel PB, Boves T. 2020. Cerulean Warbler (Setophaga cerulea), version 1.0. Birds of the WorldDOI: 10.2173/bow.cerwar.01species_shared.bow.project_name. Available from https://birdsoftheworld.org/bow/species/cerwar/cur/introduction (accessed May 15, 2024)."""
Cerulean Warbler (Setophaga cerulea),cerwar,7.3.1 Inadequate forest management,1.2 Ecosystem degradation,Negative impact (Literature),Such pressure has caused many forest landowners to intensify their management activities by shortening rotations. Management practices that do not include some large sawtimber production as part of the later structural stages of stand development will not provide habitats for Cerulean Warblers.,"""Buehler DA, Hamel PB, Boves T. 2020. Cerulean Warbler (Setophaga cerulea), version 1.0. Birds of the WorldDOI: 10.2173/bow.cerwar.01species_shared.bow.project_name. Available from https://birdsoftheworld.org/bow/species/cerwar/cur/introduction (accessed May 15, 2024)."""
Cerulean Warbler (Setophaga cerulea),cerwar,7.3.1 Inadequate forest management,1.2 Ecosystem degradation,Negative impact (Literature),"Finally, Cerulean Warblers have highly specific preferences for mature forests with complex vegetation structure in the canopy (Jones and Robertson 2001, Jones et al. 2001, Nicholson 2003, Perkins 2006). The amount of mature deciduous forest in eastern North America with these vegetation characteristics is thought to have decreased over the last century. Where these structural forest conditions are lacking, Cerulean Warblers breed in sub-optimal habitats and are likely to experience reduced reproductive success.",U.S. Fish and Wildlife Service. 2007. A conservation action plan for the Cerulean Warbler (Dendroica cerulea). Available from https://partnersinflight.org/wp-content/uploads/2017/03/CeruleanWarbler-Focal-Species-Plan.pdf.
Cerulean Warbler (Setophaga cerulea),cerwar,9.6.1 Light pollution,2.1 Species mortality,Negative impact (Extrapolated),"At a fine scale, negative consequences have been demonstrated for birds during nocturnal migratory flight. Point sources of ALAN disorient and attract birds actively engaged in migration27,31–34 to the extent that birds can be “trapped” by bright sources of ALAN when migrating over urban areas. High-intensity urban light installations can dramatically alter multiple behaviors of nocturnally migrating birds even to distances of several kilometers from the source35. Migrants will slow down their flight speed, start circling the light source, and call more frequently near the lights. It is well known that bird mortality due to collisions with buildings is related to light emissions from the buildings","""Cabrera-Cruz SA, Smolinsky JA, Buler JJ. 2018. Light pollution is greatest within migration passage areas for nocturnally-migrating birds around the world. Scientific Reports (Nature Publisher Group) 8:1–8. Available from https://www.proquest.com/docview/2004127038/abstract/3A5554D8374140E2PQ/1 (accessed May 16, 2024)."""
